location,bath,bhk,total_sqft_float,price_sqft
40,5.0,5,3250.0,27692.307692307695
23,2.0,2,1495.0,6020.066889632107
31,6.0,4,3715.0,6043.068640646029
41,2.0,2,1150.0,4000.0
13,2.0,2,1080.0,5000.0
19,4.0,4,4624.5,6800.735214617796
36,2.0,2,1300.0,4615.384615384615
7,2.0,2,850.0,2988.235294117647
29,3.0,3,1678.0,4171.6328963051255
10,3.0,3,1750.0,4800.0
40,2.0,2,1125.0,5511.111111111111
9,2.0,3,1320.0,2888.6363636363635
24,2.0,2,1100.0,4545.454545454546
38,2.0,2,882.0,3401.360544217687
40,2.0,2,1280.0,6640.625
12,3.0,3,1757.0,7512.8059191804205
35,2.0,2,1240.0,3548.3870967741937
1,2.0,2,1062.0,3999.0583804143125
19,2.0,2,1078.0,4174.397031539888
4,2.0,3,1460.0,4931.506849315068
40,3.0,3,1200.0,5708.333333333333
17,3.0,3,1535.0397790000002,7491.662533652165
36,2.0,2,1000.0,4000.0
36,2.0,2,1050.0,5904.761904761905
14,2.0,2,1065.0,4000.0
40,4.0,4,4000.0,8250.0
41,3.0,3,1705.0,4349.560117302052
34,3.0,3,1500.0,10666.666666666668
13,2.0,2,1100.0,4545.454545454546
13,2.0,2,812.0,6773.399014778325
40,2.0,2,1420.0,9577.464788732394
14,2.0,3,1482.0,5649.797570850203
9,3.0,3,1220.0,2887.7049180327867
8,2.0,3,1360.0,5514.705882352941
0,2.0,2,1180.0,6101.6949152542375
40,3.0,3,1697.0,6364.172068355922
19,1.0,1,1050.0,4190.47619047619
23,3.0,3,1699.0,4822.836962919364
40,2.0,2,1205.0,4813.278008298756
2,3.0,3,1476.0,8130.081300813008
23,3.0,3,1570.0,4108.28025477707
26,2.0,2,1300.0,8461.538461538463
35,2.0,4,1550.0,4193.548387096775
8,1.0,2,770.0,5194.805194805195
25,2.0,3,1188.0,3198.6531986531986
35,3.0,3,1574.0,4828.4625158831
30,2.0,1,884.0,4072.398190045249
15,2.0,2,1026.0,5932.748538011696
17,3.0,3,675.0,10740.74074074074
3,3.0,3,600.0,16666.666666666664
36,3.0,3,1700.0,7941.176470588235
40,4.0,4,3606.0,8652.246256239601
23,3.0,3,1560.0,5897.4358974358975
31,6.0,4,3630.0,5371.900826446281
19,3.0,3,2000.0,12500.0
13,4.0,4,2790.0,7096.774193548387
14,2.0,3,1482.0,5870.4453441295545
32,2.0,2,1185.0,3999.15611814346
18,2.0,2,1100.0,6500.0
18,3.0,3,1758.0,3697.3833902161546
16,2.0,2,1180.0,4237.28813559322
36,3.0,3,1691.0,7037.25606150207
24,7.0,5,5800.0,20689.655172413793
42,2.0,3,682.0,19061.58357771261
0,7.0,6,5080.0,8858.267716535433
29,3.0,3,1530.0,4869.281045751634
4,2.0,2,1200.0,6250.0
12,2.0,2,1174.0,6473.594548551959
31,3.0,3,1350.0,4369.62962962963
25,2.0,2,726.0,4269.972451790633
5,2.0,2,1200.0,3750.0
16,2.0,2,1050.0,7333.333333333333
38,2.0,2,993.0,3998.992950654582
0,2.0,3,1300.0,4000.0
40,4.0,4,1204.0,10382.059800664452
16,2.0,2,1200.0,5583.333333333333
35,2.0,2,950.0,3421.0526315789475
9,2.0,2,972.0,4526.748971193416
29,3.0,3,1840.0,5326.086956521739
8,2.0,2,1128.0,5673.758865248227
14,4.0,4,3450.0,8521.739130434782
37,3.0,3,1564.0,6457.800511508952
38,2.0,2,1045.0,4306.22009569378
36,3.0,3,1846.0,7583.965330444204
16,3.0,2,1200.0,5833.333333333333
41,4.0,4,3042.0,4306.377383300461
33,3.0,3,1640.0,13597.560975609756
23,2.0,2,1135.0,5110.132158590308
5,3.0,3,1615.0,3715.170278637771
22,2.0,2,1150.0,3652.1739130434785
39,2.0,4,1320.0,8333.333333333332
26,3.0,3,1600.0,5500.0
23,6.0,4,3500.0,6428.5714285714275
21,12.0,8,1200.0,9166.666666666666
18,1.0,1,688.0,7267.441860465116
23,2.0,2,1331.0,8039.068369646881
28,1.0,1,686.0,9110.787172011662
15,2.0,2,1050.0,4761.9047619047615
32,3.0,3,1530.0,3725.4901960784314
13,2.0,2,1075.0,4837.209302325581
36,3.0,3,1200.0,7916.666666666666
36,2.0,2,1117.0,2684.8701880035806
3,3.0,3,1800.0,6388.888888888889
38,2.0,2,850.0,4462.352941176471
14,3.0,3,1891.0,7350.6081438392375
6,4.0,4,2025.0,5382.716049382716
28,4.0,3,2475.0,13414.141414141415
11,2.0,2,1455.0,9965.635738831616
24,3.0,3,1980.0,4444.444444444444
8,2.0,2,1070.0,5046.728971962617
42,1.0,2,585.0,11965.811965811967
6,2.0,3,1490.0,6577.181208053691
42,1.0,1,671.0,5491.803278688525
11,3.0,3,2017.0,6197.322756569162
23,2.0,2,1296.0,6867.283950617284
29,4.0,4,3951.0,5568.2105796001015
8,1.0,2,550.0,2727.272727272727
34,1.0,1,360.0,7222.222222222222
10,3.0,3,1350.0,4074.0740740740744
2,2.0,3,1600.0,4062.5
0,2.0,3,1050.0,5428.571428571428
14,3.0,3,1703.0,5930.710510863182
8,2.0,2,1025.0,2887.8048780487807
0,2.0,3,1343.0,4200.297840655249
23,2.0,3,1420.0,5281.69014084507
42,3.0,3,1852.0,8639.308855291576
20,2.0,2,1100.0,4850.0
6,3.0,3,1398.0,4864.0915593705295
35,2.0,3,1285.0,5291.828793774319
37,2.0,3,1430.0,3916.0839160839164
29,2.0,3,1350.0,4592.592592592592
4,3.0,3,1760.0,3806.818181818182
23,2.0,2,900.0,4555.555555555556
23,2.0,2,1297.0,8095.605242868158
34,2.0,2,950.0,5346.315789473684
42,2.0,2,1277.5,7500.1956947162425
8,3.0,3,1571.0,5665.1814131126675
9,2.0,2,1031.0,5334.62657613967
40,2.0,2,1485.0,6060.606060606061
26,3.0,3,2200.0,8181.818181818182
40,1.0,1,950.0,5263.157894736842
9,2.0,2,1003.0,4047.856430707877
18,2.0,2,1255.0,5816.733067729084
34,2.0,3,1200.0,5500.0
27,5.0,5,9600.0,5729.166666666666
38,2.0,3,1330.0,3533.8345864661655
8,3.0,3,1111.0,4500.450045004501
29,5.0,4,2519.0,7344.184200079397
31,3.0,4,1450.0,9103.448275862069
15,3.0,3,1837.0,7893.30430048993
11,4.0,4,1200.0,20416.666666666668
0,2.0,3,1405.0,4200.0
23,3.0,3,1673.0,6873.879258816497
39,2.0,2,1112.0,3597.122302158273
29,2.0,3,1385.0,4812.274368231047
9,1.0,2,545.0,4954.128440366972
23,1.0,1,825.0,4398.787878787878
23,2.0,2,1080.0,3499.9999999999995
17,2.0,2,1430.0,6819.580419580419
28,3.0,3,2610.0,15287.35632183908
12,3.0,3,1754.0,7126.567844925884
40,4.0,4,3584.0,5552.455357142857
40,5.0,4,2400.0,13708.333333333334
20,2.0,2,1100.0,4727.272727272727
4,1.0,1,595.0,5349.579831932773
0,3.0,3,1400.0,8214.285714285714
4,2.0,2,1105.0,4615.384615384615
41,2.0,2,1065.0,3834.7417840375592
32,9.0,9,3125.0,11200.0
40,1.0,1,825.0,5454.545454545454
8,2.0,2,870.0,4540.229885057472
32,3.0,3,1530.0,4000.0
21,2.0,2,750.0,3333.3333333333335
30,5.0,6,1200.0,20000.0
37,2.0,2,1183.0,4950.126796280642
27,4.0,4,1140.0,7894.736842105262
22,2.0,2,1110.0,4774.774774774774
22,2.0,2,1105.0,3499.5475113122175
13,4.0,4,3067.0,7499.184871209651
36,4.0,3,1929.0,5339.554173146708
34,3.0,3,1525.0,6557.377049180328
3,2.0,2,1125.0,5600.0
36,2.0,2,1155.0,5021.645021645021
18,4.0,4,1200.0,6250.0
8,1.0,1,630.0,7460.31746031746
22,2.0,2,1060.0,4528.301886792453
37,3.0,3,1847.0,6659.447753113157
5,2.0,3,1410.0,3758.8652482269504
0,2.0,2,1075.0,3999.069767441861
33,4.0,4,3526.0,13953.488372093023
23,2.0,2,983.0,5147.507629704985
36,2.0,2,1215.0,9053.497942386832
6,3.0,3,2039.0,8239.333006375673
22,3.0,3,1350.0,4111.111111111111
21,3.0,3,1128.76,4199.741309047096
8,2.0,2,921.0,3691.639522258415
21,2.0,2,1015.0,4236.453201970444
6,3.0,3,1605.0,5295.95015576324
28,4.0,3,2475.0,12929.29292929293
34,2.0,2,1200.0,6666.666666666667
23,3.0,3,1592.0,7851.75879396985
12,2.0,2,1200.0,4125.0
38,6.0,6,3600.0,3333.3333333333335
31,2.0,2,935.0,4812.834224598931
14,2.0,2,1232.0,5650.162337662338
36,3.0,3,1819.0,5497.526113249038
31,6.0,4,3715.0,5397.039030955585
0,2.0,2,1100.0,4000.0
27,3.0,3,1435.0,4878.048780487805
36,4.0,3,1845.0,5962.059620596206
24,2.0,2,1200.0,6500.0
36,2.0,2,1233.0,6297.648012976481
4,2.0,2,1255.0,5200.000000000001
5,2.0,2,1200.0,3150.0
39,3.0,3,2145.0,8158.508158508158
25,3.0,3,1250.0,3839.9999999999995
36,2.0,3,1525.0,3934.426229508197
17,2.0,2,1104.0,3299.81884057971
40,2.0,2,1155.0,5194.805194805195
12,2.0,2,1290.0,6589.147286821706
40,4.0,4,361.33,74723.93656768052
3,2.0,3,1340.0,4000.0
28,2.0,2,900.0,10555.555555555555
33,4.0,6,1800.0,18000.0
14,2.0,2,987.0,4964.5390070921985
31,3.0,3,1720.0,5813.953488372093
13,2.0,2,1040.0,4807.692307692308
32,2.0,2,1030.0,4854.368932038835
0,2.0,2,1270.0,6535.433070866143
10,2.0,2,940.0,4255.31914893617
35,2.0,3,1525.0,3147.5409836065573
25,2.0,2,1025.0,5560.975609756098
3,2.0,2,1310.0,6106.8702290076335
38,3.0,3,1788.0,5500.0
32,2.0,2,1144.0,3369.7552447552443
5,2.0,2,970.0,2783.5051546391755
24,3.0,3,1646.0,4829.890643985419
36,4.0,4,4395.0,5506.257110352673
11,2.0,2,1092.0,4029.3040293040294
6,3.0,3,1692.0,5200.945626477541
38,2.0,3,1345.0,4237.918215613383
28,2.0,2,1420.0,11126.760563380281
10,3.0,3,2040.0,6715.686274509803
36,3.0,3,1220.0,4590.163934426229
1,4.0,4,1200.0,12083.333333333334
10,2.0,2,1150.0,3391.304347826087
21,2.0,2,1470.0,5850.340136054421
17,2.0,2,1063.0,3000.9407337723424
30,2.0,4,600.0,16666.666666666664
23,2.0,2,2200.0,2818.1818181818185
40,3.0,3,2010.0,4577.114427860696
23,2.0,3,1480.0,4339.864864864865
1,2.0,3,1230.0,3536.585365853658
12,3.0,3,1752.12,6620.551103805676
29,2.0,2,957.0,4900.73145245559
42,1.0,1,668.0,5516.4670658682635
30,2.0,3,600.0,13333.333333333334
38,2.0,2,1089.0,3999.081726354453
37,3.0,3,1800.0,5000.0
41,2.0,2,1036.0,3798.2625482625485
29,3.0,3,1583.0,6632.975363234365
0,4.0,4,3300.0,4545.454545454546
32,2.0,2,1196.0,4306.8561872909695
37,3.0,3,1697.0,6717.737183264584
36,6.0,4,3750.0,7733.333333333334
40,2.0,3,1635.0,5198.7767584097855
33,4.0,4,3526.0,15825.2977878616
2,3.0,3,1720.0,7790.697674418605
42,2.0,2,1185.0,6400.0
9,2.0,2,1031.0,5465.56741028128
37,4.0,4,2650.0,9056.603773584906
32,3.0,3,1570.0,5605.095541401274
40,2.0,2,1216.0,6496.710526315789
36,2.0,3,1428.0,4621.848739495798
5,2.0,2,1160.0,3499.137931034483
12,3.0,3,1754.0,7696.693272519954
14,3.0,3,1804.0,5654.10199556541
40,3.0,3,1200.0,4683.333333333334
5,2.0,2,1260.0,3700.0
14,3.0,3,2160.0,7407.407407407407
41,2.0,2,1300.0,5000.0
23,2.0,2,700.0,5000.0
27,2.0,2,1187.0,4886.267902274642
22,3.0,3,1625.0,3384.6153846153843
23,3.0,3,1660.0,4518.0722891566265
22,2.0,2,1105.0,3497.737556561086
41,3.0,3,1825.0,5753.424657534247
37,2.0,2,1185.0,3628.6919831223627
9,2.0,3,1320.0,2887.8787878787875
18,2.0,2,1058.0,4536.862003780719
6,2.0,2,1220.0,4918.0327868852455
35,2.0,2,925.0,2702.702702702703
31,2.0,2,1200.0,6000.0
25,2.0,3,1160.0,3500.0000000000005
4,3.0,3,1550.0,5032.258064516129
11,4.0,3,2475.0,5252.525252525253
0,4.0,4,2503.0,7510.986815821015
29,5.0,4,2524.0,7527.733755942947
22,2.0,2,1063.0,3951.081843838194
23,2.0,2,1077.0,3500.464252553389
15,2.0,2,1400.0,5571.428571428572
5,3.0,3,1600.0,3633.75
36,3.0,3,1680.0,6666.666666666667
37,2.0,2,1050.0,4285.714285714285
37,5.0,6,3500.0,4571.428571428572
5,3.0,3,1634.0,5099.7552019583845
0,3.0,3,2200.0,8636.363636363636
32,2.0,2,1168.0,5222.602739726028
9,2.0,2,1205.0,6224.066390041494
42,2.0,2,1195.0,8368.200836820084
42,3.0,3,1826.0,9036.144578313253
15,5.0,5,2400.0,6666.666666666667
41,3.0,3,1603.0,5988.7710542732375
29,3.0,3,1350.0,5333.333333333334
21,1.0,1,714.0,3921.5686274509803
40,2.0,2,1215.0,5349.794238683127
21,2.0,2,1142.0,4465.84938704028
40,3.0,3,1870.0,4812.834224598931
37,3.0,3,1573.0,6039.415130324221
36,2.0,2,1255.0,7330.677290836653
36,2.0,3,1380.0,3768.1159420289855
34,9.0,7,1500.0,16666.666666666664
38,2.0,2,1279.0,3752.931978107897
24,3.0,3,1870.0,10695.1871657754
13,2.0,3,2526.0,9897.070467141726
38,2.0,3,1845.0,3700.2710027100266
40,2.0,2,1260.0,3928.5714285714284
15,2.0,3,1350.0,3555.5555555555557
40,5.0,4,2856.0,5094.53781512605
5,2.0,3,1410.0,3150.3546099290784
39,2.0,2,1055.0,4298.578199052133
41,2.0,2,1304.0,6058.282208588957
0,2.0,2,1035.0,3800.0
11,2.0,2,1300.0,5615.384615384615
17,2.0,2,1365.0,6739.926739926739
15,3.0,3,1850.0,7891.891891891892
29,3.0,3,1535.0,4723.127035830619
23,2.0,2,1050.0,3333.3333333333335
3,3.0,4,2400.0,15416.666666666668
0,3.0,3,1250.0,5200.0
9,2.0,3,1395.0,4500.358422939068
23,3.0,3,1450.0,4200.689655172413
4,3.0,3,1550.0,5290.322580645161
22,2.0,3,1470.0,5102.040816326531
23,2.0,2,1050.0,3500.0000000000005
32,2.0,2,1306.0,4281.010719754977
28,3.0,3,2000.0,12500.0
36,3.0,3,1220.0,4754.098360655737
35,3.0,4,3190.0,5015.673981191222
30,3.0,3,600.0,16666.666666666664
15,2.0,2,1196.0,5998.327759197325
4,2.0,3,1550.0,4838.709677419355
21,2.0,2,1115.0,3000.0000000000005
25,2.0,2,750.0,2933.3333333333335
37,3.0,3,1917.0,6364.110589462702
22,3.0,3,1615.0,3591.331269349845
29,2.0,2,1071.0,4878.618113912232
26,2.0,2,1325.0,8981.132075471698
28,4.0,7,3000.0,30000.0
35,2.0,2,1215.0,3292.181069958848
16,2.0,2,1175.0,4425.531914893617
40,2.0,2,920.0,6847.826086956521
38,2.0,3,1425.0,4491.228070175438
40,2.0,2,1165.0,3476.394849785408
22,2.0,2,1050.0,4571.428571428572
8,2.0,3,1374.0,5240.174672489083
12,3.0,3,1754.0,7069.555302166476
27,3.0,3,1847.0,5955.603681645912
37,1.0,1,693.0,4949.494949494949
21,2.0,2,1021.0,4701.273261508325
39,2.0,2,1280.0,5078.125
29,2.0,2,1215.0,4844.444444444444
25,2.0,3,1082.0,4528.650646950092
36,2.0,2,1311.0,5949.656750572082
32,3.0,3,1608.0,4227.611940298508
5,2.0,2,1160.0,3103.448275862069
40,2.0,2,1170.0,6068.376068376068
25,2.0,2,1155.0,3515.1515151515155
30,2.0,2,1055.0,5213.270142180095
32,3.0,3,1530.0,3390.196078431373
32,2.0,3,1575.0,4952.380952380952
21,3.0,3,1559.0,4446.119307248236
19,2.0,2,1352.5,6940.110905730129
7,1.0,1,590.0,2300.0
41,3.0,3,1550.0,7741.935483870968
1,3.0,3,1455.0,5038.487972508591
21,2.0,2,1035.0,3913.04347826087
12,2.0,2,1152.0,5989.583333333334
6,2.0,2,1299.0,6312.548113933795
28,3.0,2,1124.0,7117.43772241993
1,2.0,2,871.0,6314.580941446612
2,2.0,3,1410.0,5673.758865248227
40,2.0,2,1118.0,6708.4078711985685
37,2.0,2,1098.0,6193.078324225866
36,2.0,2,1145.0,6550.218340611354
29,2.0,2,1102.0,4870.235934664247
13,2.0,2,823.0,6151.883353584448
21,5.0,4,600.0,12500.0
5,4.0,3,680.0,10000.0
22,2.0,2,1132.0,3710.2473498233217
18,2.0,2,1375.0,5818.181818181818
0,5.0,4,1500.0,14666.666666666666
37,1.0,1,760.0,6618.421052631579
22,2.0,2,1180.0,5508.474576271186
28,3.0,3,2215.0,12415.349887133183
18,4.0,4,800.0,13750.000000000002
23,3.0,3,1500.0,6466.666666666666
40,3.0,3,1800.0,6111.111111111111
31,2.0,2,1225.0,4371.428571428572
4,3.0,3,1650.0,7393.939393939394
8,2.0,3,880.0,2045.4545454545455
36,4.0,4,1152.0,19965.277777777777
40,3.0,3,1562.0,6594.110115236876
34,2.0,2,1200.0,3500.0000000000005
24,3.0,3,1555.0,5305.466237942122
21,2.0,2,1550.0,4580.645161290323
40,2.0,2,1190.0,5630.252100840336
41,3.0,3,1610.0,7142.857142857142
13,2.0,2,1420.0,8661.971830985914
13,3.0,3,1069.0,6117.867165575304
29,3.0,3,1900.0,6473.684210526316
38,2.0,2,1155.0,3499.5670995671
36,2.0,3,1300.0,5384.615384615385
8,2.0,2,1100.0,4090.909090909091
20,3.0,3,1760.0,7897.727272727273
4,2.0,2,912.0,6030.701754385965
40,2.0,2,1102.0,4355.716878402904
5,2.0,3,1500.0,4666.666666666667
24,3.0,3,1476.0,6029.8102981029815
26,2.0,2,1140.0,6596.491228070176
40,4.0,3,2321.0,5514.864282636794
36,2.0,2,1390.0,4460.431654676259
36,3.0,3,1725.0,5217.391304347826
13,4.0,4,3067.0,10107.597000326052
14,2.0,3,1186.0,5311.9730185497465
23,2.0,2,1230.0,6910.569105691057
42,3.0,3,1313.0,7311.5003808073125
26,4.0,4,2700.0,16666.666666666664
31,2.0,2,1100.0,6363.636363636363
10,2.0,2,1015.0,5517.241379310345
32,2.0,2,1200.0,2916.6666666666665
32,2.0,2,1151.0,3390.095569070374
32,2.0,3,1570.0,4140.127388535032
11,3.0,3,1850.0,5945.945945945946
0,2.0,3,1385.0,4200.0
23,3.0,3,1450.0,3862.0689655172414
32,3.0,3,1580.0,3389.873417721519
37,2.0,2,1111.0,4500.450045004501
25,2.0,4,1125.0,7822.222222222222
39,2.0,2,977.0,3684.7492323439096
30,3.0,3,600.0,13833.333333333334
35,4.0,4,2540.0,4527.55905511811
20,2.0,2,1290.0,7751.937984496124
23,1.0,2,700.0,5000.0
37,2.0,2,1185.5,4949.810206663855
6,2.0,2,900.0,6222.222222222222
14,3.0,3,1680.0,5908.928571428572
13,2.0,2,1040.0,4423.076923076924
42,2.0,2,1400.0,7142.857142857142
40,2.0,2,1320.0,7196.969696969698
8,2.0,2,1128.0,5793.439716312057
20,2.0,2,1452.19,6886.151261198603
3,4.0,3,2600.0,5192.307692307692
17,2.0,2,1243.0,3901.850362027353
40,2.0,2,735.0,4761.9047619047615
33,5.0,5,2849.0,10530.010530010532
13,2.0,2,1420.0,6999.295774647887
0,2.0,3,1575.0,6984.126984126984
38,2.0,2,1050.0,4000.0
9,2.0,2,1160.0,2887.9310344827586
41,3.0,3,1455.0,4226.80412371134
40,3.0,3,1896.0,3955.6962025316457
6,2.0,2,1350.0,5851.851851851852
24,3.0,3,1493.0,5492.297387809779
1,2.0,2,1098.0,3999.0892531876134
3,2.0,3,1900.0,8947.368421052632
39,2.0,2,1091.0,2933.088909257562
41,2.0,2,1180.0,3559.322033898305
23,3.0,2,1366.0,5625.915080527086
26,2.0,2,1260.0,7936.507936507936
40,3.0,3,3010.0,6644.51827242525
34,4.0,3,1330.0,10526.315789473683
40,2.0,2,1346.0,7144.873699851411
7,1.0,1,630.0,2200.0
0,3.0,3,1850.0,7567.567567567568
8,1.0,2,755.0,4503.311258278146
40,5.0,3,3850.0,8207.792207792209
13,4.0,4,4235.0,8618.654073199528
37,3.0,3,2002.0,5594.4055944055945
23,2.0,3,1419.59,4156.129586711656
32,2.0,2,1196.0,4276.755852842809
8,2.0,3,1220.0,2888.5245901639346
10,3.0,3,1595.0,4702.194357366771
3,2.0,2,1260.0,5952.380952380952
13,2.0,2,1100.0,4272.727272727272
8,5.0,4,4000.0,3750.0
2,3.0,3,1662.0,5114.320096269555
2,4.0,4,1080.0,6944.444444444444
32,2.0,2,1419.0,3382.663847780127
40,3.0,3,1410.0,3100.0
32,2.0,3,1560.0,4000.0
37,3.0,3,1634.0,4773.561811505508
40,2.0,3,1150.0,3826.086956521739
41,3.0,3,1616.0,4022.2772277227723
20,3.0,3,1798.0,6674.082313681869
13,3.0,3,1700.0,7294.117647058823
18,2.0,2,1248.0,5528.846153846153
23,1.0,1,525.0,4761.9047619047615
22,2.0,2,1100.0,5272.727272727273
14,2.0,2,1350.0,3629.62962962963
24,2.0,2,1200.0,4166.666666666666
33,3.0,3,1800.0,14444.444444444443
39,3.0,3,1250.0,5680.0
41,2.0,2,915.0,5245.901639344263
33,4.0,4,3100.0,18387.09677419355
34,3.0,3,1515.0,4290.42904290429
37,2.0,3,1445.0,2789.61937716263
38,2.0,3,1300.0,4230.769230769231
20,2.0,2,1300.0,6538.461538461539
7,2.0,3,1185.0,2550.2109704641352
29,2.0,2,1045.0,5741.626794258374
36,3.0,3,2180.0,7798.165137614679
18,3.0,3,1818.0,7425.742574257425
33,3.0,3,1640.0,14695.121951219511
30,2.0,3,1350.0,4044.4444444444443
7,1.0,2,630.0,4285.714285714285
15,2.0,2,1430.0,7902.097902097901
36,2.0,2,1084.0,5073.8007380073805
14,2.0,3,1186.0,4721.753794266441
25,2.0,2,1255.0,3984.06374501992
11,5.0,4,3400.0,7058.823529411765
17,3.0,3,1541.0,4532.121998702142
32,2.0,2,1295.0,5405.405405405406
0,2.0,3,1370.0,3999.2700729927005
8,2.0,2,1100.0,3636.363636363636
13,6.0,4,4772.0,10687.342833193628
33,2.0,2,1370.0,12408.759124087592
19,2.0,2,1200.0,5166.666666666667
25,5.0,4,2400.0,10541.666666666668
36,3.0,3,1220.0,5081.9672131147545
5,2.0,2,1160.0,3620.689655172414
8,3.0,3,1563.0,5875.879718490083
13,5.0,4,3960.0,9747.474747474747
5,2.0,2,1240.0,3150.0
22,2.0,2,1325.0,3773.584905660377
14,5.0,5,5600.0,9196.428571428572
15,3.0,3,1553.0,5350.289761751449
40,2.0,2,1280.0,4062.5
13,2.0,3,1550.0,4838.709677419355
10,2.0,3,1515.0,5340.59405940594
17,2.0,3,1332.0,6465.465465465466
8,3.0,3,1652.0,4237.28813559322
36,4.0,4,5400.0,13425.925925925927
0,3.0,4,3600.0,11388.888888888889
19,3.0,4,1650.0,13333.333333333334
36,3.0,3,1750.0,6285.714285714286
13,2.0,2,1053.0,4558.404558404559
28,5.0,4,5500.0,27272.727272727272
16,2.0,1,1351.0,3923.019985196151
8,2.0,2,1000.0,2200.0
20,4.0,4,3181.0,8189.248663942157
38,2.0,3,1250.0,4400.0
2,3.0,3,1662.0,5144.404332129964
26,3.0,3,1975.0,10632.911392405063
32,1.0,1,648.0,4899.691358024692
15,2.0,2,1220.0,4171.311475409836
1,3.0,3,1800.0,4444.444444444444
3,2.0,2,1170.0,3999.1452991452993
10,2.0,2,995.0,4623.115577889447
8,2.0,2,1025.0,5317.073170731707
37,3.0,3,2000.0,4950.0
40,4.0,4,2500.0,6200.0
23,3.0,3,2265.0,6004.415011037528
0,7.0,7,4800.0,3541.6666666666665
41,2.0,2,1026.0,3996.101364522417
21,2.0,2,1192.5,4295.17819706499
36,4.0,3,1888.0,5031.779661016949
19,2.0,2,1300.0,6990.0
33,2.0,2,1216.0,7990.131578947368
12,2.0,2,1290.0,6744.186046511629
40,1.0,1,905.0,6077.348066298342
26,2.0,2,1900.0,10526.315789473683
36,3.0,3,1300.0,4615.384615384615
33,3.0,3,2409.0,14943.9601494396
29,2.0,3,1305.0,5287.35632183908
23,2.0,2,1252.0,4498.402555910543
40,2.0,2,1200.0,3844.1666666666665
9,1.0,2,545.0,6422.018348623854
21,4.0,4,1000.0,7500.0
38,3.0,3,1700.0,5176.470588235295
12,3.0,3,1749.0,6575.185820468839
2,2.0,2,1280.0,4687.5
8,2.0,2,1070.0,4299.065420560748
40,3.0,4,2268.0,6437.3897707231035
25,2.0,2,750.0,4800.0
14,3.0,3,2350.0,7404.255319148936
37,2.0,2,1050.0,4380.952380952382
40,4.0,4,500.0,75600.0
1,4.0,4,2700.0,4814.814814814815
36,3.0,3,1200.0,5833.333333333333
41,4.0,4,4346.0,10354.348826507134
11,2.0,2,1464.0,3825.136612021858
10,2.0,3,1555.0,5273.311897106109
40,2.0,2,1150.0,4782.608695652174
3,4.0,4,2500.0,3800.0
8,3.0,3,1350.0,4296.296296296296
32,2.0,2,1100.0,5000.0
15,2.0,2,1105.0,4196.380090497737
36,3.0,3,2600.0,7692.307692307692
41,3.0,3,1517.0,5029.663810151615
29,2.0,2,1365.0,5347.985347985347
8,2.0,2,1000.0,2500.0
14,3.0,3,1586.0,5923.076923076923
9,2.0,2,1065.0,2887.323943661972
0,2.0,3,1575.0,7619.04761904762
14,3.0,3,1975.0,6227.848101265822
30,2.0,2,1223.0,4905.968928863451
37,3.0,3,1588.0,4757.556675062971
12,4.0,4,3385.0,7680.945347119646
40,3.0,3,1500.0,4786.666666666666
15,2.0,2,1247.0,4250.200481154771
36,5.0,5,5965.0,6454.316848281643
41,6.0,4,2912.5,4309.01287553648
17,2.0,3,1665.0,7507.507507507507
11,2.0,2,1230.0,6341.463414634147
40,1.0,1,630.5,5200.634417129262
37,3.0,3,1697.0,6776.664702416028
40,5.0,4,3537.0,5937.234944868533
17,1.0,1,615.0,4600.0
3,2.0,3,1350.0,6148.148148148149
40,2.0,2,1285.0,4350.194552529183
35,3.0,3,1200.0,6500.0
40,3.0,3,1697.0,6776.664702416028
29,4.0,4,3800.0,5394.736842105263
30,2.0,2,956.0,5125.523012552301
35,2.0,2,1000.0,3000.0
23,2.0,2,1296.0,6871.913580246914
9,2.0,2,1219.0,5024.610336341263
38,3.0,3,1200.0,4166.666666666666
4,2.0,2,1218.0,5993.431855500821
42,3.0,3,2559.0,5509.964830011723
4,2.0,3,1427.0,3399.4393833216536
34,2.0,3,1355.0,2952.029520295203
29,4.0,4,3895.0,5648.267008985879
20,3.0,3,1950.0,6717.948717948719
41,2.0,2,600.0,4500.0
23,2.0,2,1339.0,4630.3211351755035
40,2.0,2,1130.0,3185.8407079646017
38,2.0,2,1085.0,3963.133640552995
42,3.0,3,1430.0,5034.965034965036
6,2.0,2,1286.0,4432.348367029549
6,4.0,4,3016.0,7625.994694960213
11,2.0,2,1000.0,4400.0
40,2.0,2,1215.0,3209.8765432098767
42,1.0,1,673.0,5475.482912332838
28,3.0,3,1600.0,10000.0
23,2.0,2,1470.0,4200.0
29,3.0,3,1785.0,5266.106442577031
26,3.0,3,2292.0,12478.184991273996
27,3.0,3,1460.0,4863.013698630137
41,4.0,5,1200.0,11666.666666666666
37,2.0,2,1220.0,3600.0000000000005
36,5.0,4,4000.0,15000.0
34,2.0,2,1100.0,6181.818181818182
24,3.0,3,1719.0,6748.109365910413
42,2.0,2,717.0,6900.278940027894
40,2.0,3,1520.0,9868.421052631578
38,2.0,3,1350.0,3925.9259259259256
27,3.0,3,1760.0,8522.727272727272
23,3.0,3,2200.0,5909.090909090909
8,2.0,2,1020.0,2888.235294117647
5,2.0,3,1500.0,3666.6666666666665
13,2.0,2,1440.0,7986.11111111111
15,2.0,2,1500.0,5600.0
37,1.0,1,1380.0,4500.0
